era,task_id,classification,status,created_at,completed_at,latency_min,dispatch_or_retry
wg-era,t_635e4b955360,work,done,2026-05-28T16:05:32.362042621+00:00,2026-05-28T16:17:33.815607365+00:00,12.0,1
wg-era,t_5bb1e08f313e,work,done,2026-05-28T18:28:13.426238254+00:00,2026-05-28T18:41:50.427302871+00:00,13.6,1
wg-era,t_093c06a225f3,work,done,2026-05-28T20:48:10.607342044+00:00,2026-05-28T20:56:57.617645260+00:00,8.8,1
wg-era,t_0841f20ed216,work,done,2026-05-28T20:29:42.067810056+00:00,2026-05-28T20:56:35.696693429+00:00,26.9,1
wg-era,t_2bff6235ef41,work,done,2026-05-27T21:22:13.121897142+00:00,2026-05-27T21:26:52.522233008+00:00,4.7,1
wg-era,t_4538e967104d,work,done,2026-05-29T00:21:01.576625184+00:00,2026-05-29T01:10:49.800544976+00:00,49.8,1
wg-era,t_8118fd98011e,work,done,2026-05-28T21:44:03.572105668+00:00,2026-05-28T21:58:05.498360427+00:00,14.0,1
wg-era,t_a46c85213086,work,done,2026-05-28T03:43:00.559049374+00:00,2026-05-28T03:48:39.447882447+00:00,5.6,1
wg-era,t_5591e6d8fd94,work,done,2026-05-28T18:57:15.662268025+00:00,2026-05-28T19:31:16.325440516+00:00,34.0,1
wg-era,t_8ad3e20bcdf6,work,done,2026-05-28T11:43:14.175383206+00:00,2026-05-28T12:11:38.611464318+00:00,28.4,1
wg-era,t_b4df91462b03,work,abandoned,2026-05-28T20:29:48.721587357+00:00,,,1
wg-era,t_1122a848c9f6,work,abandoned,2026-05-28T16:05:33.377395754+00:00,,,
wg-era,t_b711f2c808de,work,done,2026-05-28T19:42:43.611582910+00:00,2026-05-28T19:49:40.660830219+00:00,7.0,1
wg-era,t_221e08b71c91,work,done,2026-05-28T20:32:20.532971450+00:00,2026-05-28T21:13:29.509919895+00:00,41.1,1
wg-era,t_4d6373761b9d,work,done,2026-05-28T14:30:30.018293174+00:00,2026-05-28T14:37:58.677897487+00:00,7.5,1
wg-era,t_42aed16b4004,work,done,2026-05-28T18:44:02.351346438+00:00,2026-05-28T18:55:04.146767207+00:00,11.0,1
wg-era,t_455c727ff81e,work,done,2026-05-27T21:11:36.632569975+00:00,2026-05-27T21:14:18.879334190+00:00,2.7,1
wg-era,t_73fad56efb7c,work,done,2026-05-28T12:23:28.270052870+00:00,2026-05-28T12:26:46.069389664+00:00,3.3,1
wg-era,t_7302f6c56683,work,abandoned,2026-05-28T16:05:33.597788794+00:00,,,
wg-era,t_5487c9db2cb6,work,done,2026-05-28T21:39:54.248842049+00:00,2026-05-28T22:05:40.824383719+00:00,25.8,1
wg-era,t_48fdde09eac7,work,done,2026-05-28T12:23:28.237015430+00:00,2026-05-28T12:27:11.467769224+00:00,3.7,1
wg-era,t_aea24a370e9e,work,done,2026-05-28T12:05:24.144308448+00:00,2026-05-28T12:13:05.048947652+00:00,7.7,1
wg-era,t_74dbe4c1b8a9,work,done,2026-05-28T12:26:10.611217172+00:00,2026-05-28T12:34:20.868315393+00:00,8.2,1
wg-era,t_a8cc4dbcfce6,work,done,2026-05-28T20:29:45.439589635+00:00,2026-05-28T20:48:56.441028353+00:00,19.2,1
wg-era,t_8845591648ef,work,abandoned,2026-05-28T16:06:12.161701599+00:00,,,
wg-era,t_6cac620c24c1,work,done,2026-05-28T16:53:12.159121+00:00,2026-05-28T17:03:56.308704447+00:00,10.7,1
wg-era,t_e1c9d8da9d44,work,done,2026-05-26T20:31:17.137964437+00:00,2026-05-26T20:42:47.166399044+00:00,11.5,1
wg-era,t_e00f18d4e0ee,work,done,2026-05-28T20:29:48.599501408+00:00,2026-05-28T20:50:21.933249157+00:00,20.6,1
wg-era,t_56d7f2d5a1ef,work,done,2026-05-28T03:41:38.873746269+00:00,2026-05-28T03:53:39.226034046+00:00,12.0,1
wg-era,t_159bedc452d4,work,done,2026-05-28T17:12:03.052950788+00:00,2026-05-28T17:25:34.547634669+00:00,13.5,1
wg-era,t_69f872294155,work,done,2026-05-28T21:54:31.942413739+00:00,2026-05-28T22:10:56.936301156+00:00,16.4,1
wg-era,t_2f555815f855,work,done,2026-05-28T12:25:51.467594482+00:00,2026-05-28T12:28:19.614613591+00:00,2.5,1
wg-era,t_b4028dfaf7bb,work,done,2026-05-29T00:19:30.292141133+00:00,2026-05-29T00:30:14.718502819+00:00,10.7,1
wg-era,t_f4eb6e0be357,work,done,2026-05-28T19:42:43.867672828+00:00,2026-05-28T19:54:29.278841005+00:00,11.8,1
wg-era,t_988b0f4d2129,work,done,2026-05-28T23:42:28.620205624+00:00,2026-05-28T23:58:21.798862580+00:00,15.9,1
wg-era,t_4bbdfb7ae3cd,work,done,2026-05-29T13:01:33.788601203+00:00,2026-05-29T13:15:16.355994895+00:00,13.7,1
wg-era,t_a616289494a2,work,done,2026-05-28T15:16:30.250334850+00:00,2026-05-28T15:35:11.389706977+00:00,18.7,1
wg-era,t_58343c4ccd0f,work,done,2026-05-27T18:40:13.593792081+00:00,2026-05-27T18:49:53.396477506+00:00,9.7,1
wg-era,t_3ea13aec06b6,work,done,2026-05-28T19:42:43.646929165+00:00,2026-05-28T19:49:21.616328420+00:00,6.6,1
wg-era,t_7cff47234c9c,work,done,2026-05-28T21:44:07.365631176+00:00,2026-05-28T21:58:48.930642353+00:00,14.7,1
wg-era,t_43b4a5861333,work,abandoned,2026-05-28T21:35:20.160433596+00:00,,,1
wg-era,t_16c31cc50e0e,work,done,2026-05-28T15:50:28.893220610+00:00,2026-05-28T16:04:48.960339541+00:00,14.3,1
wg-era,t_a3f9c08b9133,work,done,2026-05-28T15:18:38.654799096+00:00,2026-05-28T15:41:18.784508622+00:00,22.7,1
wg-era,t_5ca381c48060,work,done,2026-05-28T18:18:20.327229413+00:00,2026-05-28T18:35:03.864341483+00:00,16.7,2
wg-era,t_980c0afb85d9,work,done,2026-05-26T20:23:00.325863717+00:00,2026-05-26T20:35:13.424066529+00:00,12.2,1
wg-era,t_273aa9cf4a30,work,done,2026-05-28T16:48:51.973100597+00:00,2026-05-28T16:53:24.659552648+00:00,4.5,1
wg-era,t_6c91008bfd21,work,done,2026-05-28T20:29:48.868484126+00:00,2026-05-28T20:57:46.116295535+00:00,28.0,1
wg-era,t_a7ec3e832dd9,work,done,2026-05-28T21:27:24.787298935+00:00,2026-05-28T21:33:24.336259742+00:00,6.0,1
wg-era,t_a399eeb954dc,work,done,2026-05-28T15:50:08.224292855+00:00,2026-05-28T15:57:21.206116417+00:00,7.2,1
wg-era,t_6519b7a60a80,work,done,2026-05-28T19:42:43.716969257+00:00,2026-05-28T19:53:23.543133686+00:00,10.7,1
wg-era,t_e680f4ba3ecf,work,done,2026-05-26T20:31:17.031262658+00:00,2026-05-26T20:37:52.155499076+00:00,6.6,1
wg-era,t_9c01cf0a2dea,work,done,2026-05-28T13:35:05.497882752+00:00,2026-05-28T13:45:22.877644987+00:00,10.3,1
wg-era,t_ba176ab98237,work,done,2026-05-28T20:29:48.562012435+00:00,2026-05-28T20:58:21.817626795+00:00,28.6,1
wg-era,t_e8e1af41d6ae,work,abandoned,2026-05-27T21:56:35.880489634+00:00,,,1
wg-era,t_4d33fdf06e45,work,done,2026-05-28T21:29:24.123046972+00:00,2026-05-28T21:41:14.262903620+00:00,11.8,1
wg-era,t_5cec0231161e,work,done,2026-05-29T13:29:18.321873201+00:00,2026-05-29T13:43:46.699167590+00:00,14.5,1
wg-era,t_8da021a616ea,work,done,2026-05-28T19:42:43.762682122+00:00,2026-05-28T19:52:23.250582509+00:00,9.7,1
wg-era,t_d829db3496d9,work,done,2026-05-28T21:43:38.319361446+00:00,2026-05-28T21:49:25.028117211+00:00,5.8,1
wg-era,t_8423cd0ca77c,work,done,2026-05-28T12:23:28.298197817+00:00,2026-05-28T12:27:17.812225679+00:00,3.8,1
wg-era,t_fb8efe6abf29,work,done,2026-05-28T12:23:28.324116142+00:00,2026-05-28T12:27:23.627460421+00:00,3.9,1
wg-era,t_020b4d43dad3,work,done,2026-05-28T19:43:08.530498868+00:00,2026-05-28T20:00:26.709833753+00:00,17.3,1
wg-era,t_6e7b6db4c28d,work,done,2026-05-26T20:31:17.058552455+00:00,2026-05-26T20:39:54.072364241+00:00,8.6,1
wg-era,t_8ddfeecd2b94,work,done,2026-05-28T18:28:15.860507264+00:00,2026-05-28T18:47:52.747849356+00:00,19.6,1
wg-era,t_967179b8cb35,work,done,2026-05-28T14:30:55.423384897+00:00,2026-05-28T14:39:35.086632882+00:00,8.7,1
wg-era,t_fcb740fe92b2,work,done,2026-05-28T19:42:43.441044943+00:00,2026-05-28T19:48:19.805480343+00:00,5.6,1
wg-era,t_9d55426fe940,work,done,2026-05-28T20:29:48.831007753+00:00,2026-05-28T20:59:36.976848321+00:00,29.8,1
wg-era,t_fd43db30b992,work,done,2026-05-27T21:02:01.727475239+00:00,2026-05-27T21:04:46.513603716+00:00,2.7,1
wg-era,t_ebf1548b78b7,work,done,2026-05-28T23:42:28.561612094+00:00,2026-05-29T00:00:35.443276451+00:00,18.1,1
wg-era,t_7addb0a90b0d,work,done,2026-05-28T21:44:07.407871022+00:00,2026-05-28T22:00:20.594815715+00:00,16.2,1
wg-era,t_d25c0df0dce8,work,done,2026-05-28T19:42:43.799531867+00:00,2026-05-28T19:54:19.059342227+00:00,11.6,1
wg-era,t_31d4aa50a2b4,work,abandoned,2026-05-28T16:05:33.438553689+00:00,,,
wg-era,t_458ff52eb163,work,done,2026-05-28T14:31:16.666119191+00:00,2026-05-28T14:51:03.904092086+00:00,19.8,1
wg-era,t_b8e90ec39124,work,abandoned,2026-05-28T16:05:33.695515904+00:00,,,
wg-era,t_9186ab77df67,work,done,2026-05-28T13:13:03.089720229+00:00,2026-05-28T13:33:49.370052946+00:00,20.8,1
wg-era,t_966eeb386745,work,abandoned,2026-05-29T03:39:24.968608681+00:00,,,
wg-era,t_74385804cc08,work,done,2026-05-28T17:10:05.209420073+00:00,2026-05-28T17:17:45.947854028+00:00,7.7,1
wg-era,t_e531fef3ff52,work,done,2026-05-28T16:12:17.154370577+00:00,2026-05-28T16:31:25.997848758+00:00,19.1,1
wg-era,t_459eafa537f1,work,done,2026-05-28T21:38:02.304152850+00:00,2026-05-28T21:56:54.924481183+00:00,18.9,1
wg-era,t_f305751155bf,work,done,2026-05-28T20:29:48.525695744+00:00,2026-05-28T20:50:09.139848324+00:00,20.3,1
wg-era,t_793f31b64401,work,done,2026-05-28T19:42:43.577407917+00:00,2026-05-28T19:49:05.706674134+00:00,6.4,1
wg-era,t_4269e37546e2,work,done,2026-05-28T13:12:40.748357865+00:00,2026-05-28T13:20:50.944407022+00:00,8.2,1
wg-era,t_4e757e222e75,work,abandoned,2026-05-28T16:05:55.552800958+00:00,,,
wg-era,t_7a61890aad93,work,done,2026-05-28T23:42:25.350186535+00:00,2026-05-29T00:00:50.336708305+00:00,18.4,1
wg-era,t_71f8ca3f1094,work,done,2026-05-26T20:31:17.000189868+00:00,2026-05-26T20:38:38.521466769+00:00,7.4,1
wg-era,t_3841c757e6bf,work,done,2026-05-28T16:48:25.030356498+00:00,2026-05-28T16:56:19.087155124+00:00,7.9,2
wg-era,t_8e3832c659d8,work,done,2026-05-28T19:42:43.681807937+00:00,2026-05-28T19:49:05.648679327+00:00,6.4,1
wg-era,t_3e762e84e3ea,work,done,2026-05-28T16:05:33.509248022+00:00,2026-05-28T16:19:48.164360531+00:00,14.2,1
wg-era,t_d3cf8626046a,work,done,2026-05-27T18:42:52.051686126+00:00,2026-05-27T18:57:27.546610657+00:00,14.6,1
wg-era,t_16252c845538,work,done,2026-05-28T20:29:48.795392841+00:00,2026-05-28T20:54:21.876468774+00:00,24.6,1
wg-era,t_4835fae0a6bc,governance,done,2026-05-28T16:35:02.699125150+00:00,2026-05-28T16:44:19.277353143+00:00,9.3,1
wg-era,t_750192a09233,work,done,2026-05-28T12:23:28.349316239+00:00,2026-05-28T12:27:07.217360996+00:00,3.6,1
wg-era,t_c5c83006370b,work,abandoned,2026-05-28T16:05:33.566836432+00:00,,,
wg-era,t_33fafacf6221,work,done,2026-05-28T16:12:50.676213425+00:00,2026-05-28T16:43:45.181695234+00:00,30.9,1
wg-era,t_2d746e7b95ab,work,done,2026-05-28T20:29:48.401117417+00:00,2026-05-28T20:53:25.558281354+00:00,23.6,1
wg-era,t_dab2f2d3887e,work,done,2026-05-28T16:05:33.472113572+00:00,2026-05-28T16:19:34.942291666+00:00,14.0,1
wg-era,t_dd7c8ebe3242,work,done,2026-05-28T21:44:03.613808210+00:00,2026-05-28T21:55:41.978111369+00:00,11.6,1
wg-era,t_d8af53fc1248,work,done,2026-05-27T18:43:53.104515791+00:00,2026-05-27T19:03:17.143660477+00:00,19.4,1
wg-era,t_e96424b7dba6,work,done,2026-05-27T21:30:32.346279575+00:00,2026-05-27T21:33:02.584120112+00:00,2.5,1
wg-era,t_d664a5ff0a16,work,done,2026-05-28T20:29:48.636309092+00:00,2026-05-28T20:55:52.761748701+00:00,26.1,1
wg-era,t_fdd6097fb176,work,done,2026-05-28T02:31:32.025521496+00:00,2026-05-28T02:43:58.139895687+00:00,12.4,1
wg-era,t_b5363d09e726,work,done,2026-05-28T21:26:53.909870989+00:00,2026-05-28T21:31:54.363778393+00:00,5.0,1
wg-era,t_ccd58cf8981f,work,done,2026-05-28T20:51:24.062219175+00:00,2026-05-28T21:32:17.853308939+00:00,40.9,1
wg-era,t_93722aa915e8,work,done,2026-05-28T23:42:28.516598731+00:00,2026-05-28T23:57:24.501773216+00:00,14.9,1
wg-era,t_1bc0b3708954,work,abandoned,2026-05-28T16:05:33.628591573+00:00,,,
wg-era,t_187119dbead0,work,done,2026-05-27T20:34:52.663614954+00:00,2026-05-27T20:53:20.634083178+00:00,18.5,1
wg-era,t_3653303ce390,work,done,2026-05-28T21:44:03.672093208+00:00,2026-05-28T21:56:55.022839174+00:00,12.9,1
wg-era,t_7be17ec47af8,work,done,2026-05-28T20:29:48.683325193+00:00,2026-05-28T20:50:05.926283591+00:00,20.3,1
wg-era,t_efd5786efd31,work,done,2026-05-28T15:15:15.113113904+00:00,2026-05-28T15:17:24.511355601+00:00,2.2,1
wg-era,t_c407e888ef5a,work,done,2026-05-28T21:27:24.660307370+00:00,2026-05-28T21:32:35.700570787+00:00,5.2,1
wg-era,t_83b606de41bd,work,done,2026-05-28T20:18:39.090151536+00:00,2026-05-28T20:23:28.973669491+00:00,4.8,1
wg-era,t_ad128a4e3bdf,work,done,2026-05-29T00:22:17.984409314+00:00,2026-05-29T00:29:28.834667963+00:00,7.2,1
wg-era,t_4be0c437a545,work,done,2026-05-28T23:42:00.255442712+00:00,2026-05-28T23:50:39.967615149+00:00,8.7,1
wg-era,t_0cc18a3e67a5,work,done,2026-05-28T19:42:43.543555762+00:00,2026-05-28T19:49:05.616660612+00:00,6.4,1
wg-era,t_a79df895549a,work,abandoned,2026-05-28T16:05:33.408535822+00:00,,,
wg-era,t_cd9949638bb0,work,done,2026-05-28T19:42:43.509266346+00:00,2026-05-28T19:49:05.582771197+00:00,6.4,1
wg-era,t_aaf43388d319,work,done,2026-05-28T16:05:33.659659739+00:00,2026-05-28T16:14:58.598627880+00:00,9.4,1
wg-era,t_ca51daa9c3c1,work,done,2026-05-28T21:27:24.744939412+00:00,2026-05-28T21:33:28.179320680+00:00,6.1,1
wg-era,t_2464b9d9d50b,work,done,2026-05-28T22:53:12.525012193+00:00,2026-05-28T23:11:36.574252960+00:00,18.4,1
wg-era,t_2136bfc927f6,work,done,2026-05-26T20:34:06.062604370+00:00,2026-05-26T20:57:54.174606444+00:00,23.8,1
wg-era,t_ec75fc84d35b,work,done,2026-05-29T12:43:56.158149514+00:00,2026-05-29T12:57:54.408431881+00:00,14.0,1
wg-era,t_395dcf9be226,work,done,2026-05-28T22:50:30.541779859+00:00,2026-05-28T23:00:25.060683740+00:00,9.9,1
wg-era,t_fe5e8fe3cf0e,work,done,2026-05-28T13:12:05.592687383+00:00,2026-05-28T13:22:19.072709291+00:00,10.2,1
wg-era,t_c12cdf30c202,work,done,2026-05-28T20:29:48.758057822+00:00,2026-05-28T20:54:45.733476064+00:00,24.9,1
wg-era,t_180088996d30,work,done,2026-05-28T22:07:53.478698082+00:00,2026-05-28T22:37:49.278169506+00:00,29.9,1
wg-era,t_dba42d78c9eb,work,done,2026-05-28T19:42:43.833181326+00:00,2026-05-28T19:53:57.672711337+00:00,11.2,1
wg-era,t_c66a864b0c4a,work,abandoned,2026-05-28T16:05:33.537811951+00:00,,,
wg-era,t_e607b907b027,work,abandoned,2026-05-28T19:23:59.971092818+00:00,,,1
wg-era,t_a86065e348cb,work,done,2026-05-28T20:39:55.098270611+00:00,2026-05-28T20:42:57.021179474+00:00,3.0,1
wg-era,t_0d183d22c0f2,work,done,2026-05-29T00:31:20.788648783+00:00,2026-05-29T01:22:37.538449034+00:00,51.3,1
wg-era,t_04c6f6613ca0,work,done,2026-05-28T15:15:47.400706749+00:00,2026-05-28T15:17:44.160019682+00:00,1.9,1
wg-era,t_49fdf8ab5247,work,done,2026-05-28T19:42:43.474726143+00:00,2026-05-28T19:49:23.885390074+00:00,6.7,1
wg-era,t_555722ae0b7f,work,done,2026-05-28T14:16:27.155608183+00:00,2026-05-28T14:24:22.163726560+00:00,7.9,1
wg-era,t_5a95cad5e405,work,done,2026-05-28T22:45:15.465900609+00:00,2026-05-28T22:51:06.933036989+00:00,5.9,1
wg-era,t_fbb24297cbef,work,done,2026-05-28T14:24:21.978794939+00:00,2026-05-28T14:41:00.116793260+00:00,16.6,1
wg-era,t_49e25819ae6f,work,done,2026-05-28T18:28:10.953095647+00:00,2026-05-28T18:41:08.216419236+00:00,13.0,1
wg-era,t_56766b4b057e,work,done,2026-05-27T22:01:30.067786564+00:00,2026-05-27T22:09:25.798626436+00:00,7.9,1
wg-era,t_3f83370b3b9a,work,done,2026-05-29T14:10:11.450426306+00:00,2026-05-29T14:16:55.988812070+00:00,6.7,1
wg-era,t_71a73190f57f,work,done,2026-05-28T15:45:38.015014924+00:00,2026-05-28T15:48:07.429208810+00:00,2.5,1
wg-era,t_7d0417193fcd,work,done,2026-05-28T14:16:51.021887373+00:00,2026-05-28T14:29:30.217758890+00:00,12.7,1
wg-era,t_331eb089bf28,work,done,2026-05-29T01:51:15.016201168+00:00,2026-05-29T02:34:15.178088279+00:00,43.0,1
